ItemReFabricType,RebodyPattern0LightColor,RebodyPattern1LightColor,RebodyPattern2LightColor,RebodyPattern3LightColor,RebodyPattern4LightColor,RebodyPattern5LightColor,RebodyPattern6LightColor,RebodyPattern7LightColor,RefabricPattern0LightColor,RefabricPattern1LightColor,RefabricPattern2LightColor,RefabricPattern3LightColor,RefabricPattern4LightColor,RefabricPattern5LightColor,RefabricPattern6LightColor,RefabricPattern7LightColor,RemakeLotType,ItemUniqueID,RemakeKitNum,UniqueID,d4f43b0b u8,ReBodyPattern0Color0,ReBodyPattern0Color1,ReBodyPattern1Color0,ReBodyPattern1Color1,ReBodyPattern2Color0,ReBodyPattern2Color1,ReBodyPattern3Color0,ReBodyPattern3Color1,ReBodyPattern4Color0,ReBodyPattern4Color1,ReBodyPattern5Color0,ReBodyPattern5Color1,ReBodyPattern6Color0,ReBodyPattern6Color1,ReBodyPattern7Color0,ReBodyPattern7Color1,ReBodyPatternNum,ReFabricPattern0Color0,ReFabricPattern0Color1,ReFabricPattern0VisibleOff,ReFabricPattern1Color0,ReFabricPattern1Color1,ReFabricPattern2Color0,ReFabricPattern2Color1,ReFabricPattern3Color0,ReFabricPattern3Color1,ReFabricPattern4Color0,ReFabricPattern4Color1,ReFabricPattern5Color0,ReFabricPattern5Color1,ReFabricPattern6Color0,ReFabricPattern6Color1,ReFabricPattern7Color0,ReFabricPattern7Color1,ReFabricPatternNum
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1606,1,490,0,8,8,9,9,12,12,12,11,1,10,10,7,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4392,1,491,0,10,1,12,4,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3960,1,492,0,4,12,1,12,6,12,7,9,8,6,13,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3949,1,493,0,1,6,1,6,1,6,2,6,12,6,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1829,1,494,0,6,9,6,5,6,7,6,10,6,12,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4129,1,497,0,10,6,9,6,1,6,7,6,4,6,12,6,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4132,1,498,0,12,6,9,6,6,6,4,6,10,6,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4080,3,499,0,12,12,10,10,8,12,2,12,5,12,6,12,5,12,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4078,7,500,0,10,11,12,11,1,11,13,11,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1838,1,501,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,12,0,14,7,14,2,14,4,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4412,7,502,0,2,1,12,4,10,9,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4045,1,503,0,9,9,0,0,7,7,12,12,4,4,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4049,3,504,0,9,9,0,0,7,7,12,12,4,4,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4046,2,505,0,9,9,0,0,7,7,12,12,4,4,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4047,1,506,0,12,9,5,0,4,7,5,12,6,4,11,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4053,2,507,0,12,9,5,0,4,7,5,12,6,4,11,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4048,1,508,0,9,12,0,12,7,12,12,11,4,12,10,11,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Orange,4,4,1,1,1,0,0,4,0,0,0,0,0,0,0,Normal,4050,1,509,0,9,9,0,9,7,9,12,12,4,10,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4051,2,510,0,9,9,0,0,7,7,12,12,4,4,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4054,1,511,0,9,9,0,0,7,7,12,12,4,4,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4017,1,512,0,11,10,7,7,9,9,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4104,2,513,0,10,10,10,6,10,8,10,1,10,7,10,9,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4137,1,515,0,1,12,4,12,7,12,6,12,2,12,8,12,10,12,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4138,1,516,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,1,0,14,4,14,7,14,5,14,2,14,12,14,10,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4139,2,517,0,1,11,4,11,7,11,6,11,2,11,8,11,10,11,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4140,1,518,0,1,1,6,6,7,7,12,12,10,10,9,9,14,14,14,14,5,14,1,0,14,6,14,7,14,14,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4141,2,519,0,1,12,4,12,7,12,6,12,2,12,8,12,10,12,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4142,3,520,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,1,0,14,4,14,7,14,5,14,2,14,12,14,10,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4143,2,521,0,4,1,7,0,1,6,2,3,1,4,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,Red,8,3,10,6,0,0,0,5,0,0,0,0,0,0,0,Normal,4144,1,522,0,1,1,4,4,7,7,6,6,2,2,12,12,3,3,14,14,6,14,13,0,14,4,14,10,14,14,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4441,1,523,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,6,14,1,0,14,4,14,7,14,5,14,2,14,12,14,10,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3406,4,524,0,8,8,12,12,1,6,4,10,7,9,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4023,1,525,0,1,11,9,12,11,4,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1161,1,526,0,0,11,11,11,12,11,12,11,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4445,1,528,0,8,8,11,11,9,9,10,10,14,14,14,14,14,14,14,14,3,14,6,0,14,10,14,12,14,9,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3619,2,529,0,7,10,12,10,9,10,0,10,1,10,6,10,0,10,12,10,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4546,4,530,0,6,8,7,8,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4125,3,531,0,7,13,0,13,9,13,12,13,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1840,7,532,0,12,12,10,10,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Yellow,8,5,10,3,6,7,2,3,0,0,0,0,0,0,0,Normal,4572,1,543,0,7,11,4,11,1,11,6,11,6,10,2,10,3,10,12,10,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1744,1,544,0,11,12,12,12,10,12,1,12,4,12,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4133,1,545,0,10,12,12,12,11,12,5,12,1,10,7,1,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4035,3,546,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4036,4,547,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4037,2,548,0,9,8,0,8,8,8,12,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4038,1,549,0,9,8,0,8,8,8,12,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4039,3,550,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4040,4,551,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4041,6,552,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,13,0,14,13,14,9,14,5,14,14,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4042,1,553,0,9,8,0,8,8,8,12,8,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4043,4,554,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4044,4,555,0,9,9,0,0,8,8,12,12,14,14,14,14,14,14,14,14,3,14,14,1,14,13,14,13,14,9,14,5,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4110,1,556,0,12,10,12,10,12,10,12,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4019,1,558,0,11,10,1,10,2,10,5,10,7,10,10,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1125,1,559,0,8,12,0,13,12,10,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4109,7,561,0,11,11,12,11,10,11,1,11,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4114,1,562,0,1,12,7,12,5,12,8,12,0,12,9,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4687,1,563,0,1,11,6,8,4,12,0,10,5,0,2,2,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3970,3,564,0,1,1,4,4,9,9,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3971,2,565,0,1,1,4,4,9,9,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3972,4,566,0,1,7,4,11,9,7,10,1,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3973,7,567,0,1,1,4,4,9,7,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3974,2,568,0,1,1,4,4,9,9,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4708,2,569,0,9,8,12,12,9,9,1,8,7,8,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,4719,1,571,0,13,9,13,8,12,10,4,5,13,12,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,954,2,572,0,11,11,1,12,7,12,4,10,6,9,12,12,10,10,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4722,7,573,0,9,9,4,4,1,1,10,10,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1509,50,574,0,1,10,4,10,7,10,6,10,2,10,12,10,10,10,11,10,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1507,7,575,0,13,13,13,7,13,12,10,1,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4102,2,576,0,8,8,0,0,9,9,14,14,14,14,14,14,14,14,14,14,2,14,12,0,14,10,14,4,14,1,14,7,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3977,7,577,0,12,13,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3978,7,578,0,12,8,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3979,1,579,0,12,9,9,0,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3980,4,580,0,12,12,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3982,7,582,0,12,12,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3983,7,583,0,12,12,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,1,6,10,8,1,0,0,1,0,0,0,0,0,0,0,Normal,3984,6,584,0,12,12,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,4069,1,585,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,14,12,0,14,10,14,1,14,4,14,6,14,7,14,2,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4754,1,586,0,10,11,12,11,1,11,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4759,2,587,0,1,10,4,10,7,10,2,10,6,10,12,10,10,12,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4757,2,588,0,12,2,1,2,10,2,8,2,6,2,11,2,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4756,2,589,0,7,1,1,4,6,7,4,6,12,2,11,12,3,10,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4758,1,591,0,0,0,9,9,1,12,4,12,6,1,12,10,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4762,1,592,0,7,6,1,12,4,12,7,11,5,7,12,0,10,11,14,14,6,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4753,1,593,0,1,8,4,8,6,8,2,8,10,8,7,8,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4760,2,594,0,1,1,4,4,6,6,10,0,10,7,12,4,12,1,12,10,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4761,2,595,0,11,0,7,5,1,4,6,1,4,1,10,1,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4077,1,596,0,13,13,13,13,5,12,0,10,6,1,10,9,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,5150,7,598,0,12,12,9,9,2,2,7,7,3,3,12,12,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,2326,4,599,0,6,11,10,8,12,11,9,11,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Warm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Normal,5165,1,600,0,7,12,11,12,9,12,10,12,12,12,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
MyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4122,1,601,0,10,10,11,11,2,2,8,8,14,14,14,14,14,14,14,14,3,14,12,0,14,12,14,12,14,14,14,14,14,14,14,14,14,14,
None,White,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Normal,3986,3,602,0,10,10,12,12,11,11,1,1,7,7,4,4,2,2,5,5,7,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4072,1,603,0,10,12,1,5,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,2772,7,604,0,9,10,12,10,10,10,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3430,7,605,0,13,13,12,10,1,7,4,5,5,7,14,14,14,14,14,14,4,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,5337,7,606,0,4,12,2,12,5,12,7,12,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,5338,1,607,0,11,11,10,10,12,12,0,0,8,8,9,9,11,11,7,7,7,14,11,0,14,12,14,9,14,9,14,12,14,8,14,11,14,7,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1330,1,608,0,0,11,7,7,12,10,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3471,1,609,0,11,10,9,11,12,12,9,12,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3400,1,610,0,12,12,10,10,11,11,1,2,4,5,6,7,14,14,14,14,5,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
CommonAndMyDesign,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4308,1,611,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,255,7,3,0,7,6,11,12,8,9,5,4,14,14,14,14,14,14,
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4093,1,612,0,6,2,7,0,9,5,14,14,14,14,14,14,14,14,14,14,2,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4015,7,613,0,12,12,2,12,5,12,11,12,14,14,14,14,14,14,14,14,3,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4071,1,616,0,6,13,10,13,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3976,3,617,0,0,0,1,1,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,3975,4,618,0,0,6,1,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4011,5,619,0,1,6,1,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,Red,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,Normal,4012,4,620,0,1,6,1,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4127,4,622,0,2,9,7,1,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4128,4,623,0,2,6,7,6,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,4134,4,624,0,1,7,6,7,14,14,14,14,14,14,14,14,14,14,14,14,1,14,14,0,14,14,14,14,14,14,14,14,14,14,14,14,14,14,�
